method,sample_id,seed,budget_fraction,selected_count,pressure_field_relative_l2
uniform,1764,8,0.5,5636,0.00805244219305771
uniform,1764,8,0.75,8453,0.005297533061626318
uniform,1436,6,0.375,4227,0.01910225765989071
uniform,1436,6,0.5,5636,0.0132910005115497
uniform,1436,6,0.75,8453,0.00888710645412606
uniform,1436,7,0.375,4227,0.01541412199462245
uniform,1436,7,0.5,5636,0.011914316726524633
uniform,1436,7,0.75,8453,0.011873201781800334
uniform,1436,8,0.375,4227,0.017435762715192142
uniform,1436,8,0.5,5636,0.015782498120196463
uniform,1436,8,0.75,8453,0.008617722232487517
uniform,1368,6,0.375,4227,0.024224954977227597
uniform,1368,6,0.5,5636,0.015523202206213976
uniform,1368,6,0.75,8453,0.011143312186786975
uniform,1368,7,0.375,4227,0.028512468131720058
uniform,1368,7,0.5,5636,0.015131847229455231
uniform,1368,7,0.75,8453,0.013023948433879821
uniform,1368,8,0.375,4227,0.025388921112095095
uniform,1368,8,0.5,5636,0.01724688342892948
uniform,1368,8,0.75,8453,0.008550831704112345
uniform,2049,6,0.375,4227,0.0050588332027530535
uniform,2049,6,0.5,5636,0.00414975904350119
uniform,2049,6,0.75,8453,0.003324966452023598
uniform,2049,7,0.375,4227,0.00648197935220094
uniform,2049,7,0.5,5636,0.005533136465687646
uniform,2049,7,0.75,8453,0.00269317628030338
uniform,2049,8,0.375,4227,0.005080331824201042
uniform,2049,8,0.5,5636,0.004320825220467576
uniform,2049,8,0.75,8453,0.0036094355270576235
uniform,1727,6,0.375,4227,0.014669821816096735
uniform,1727,6,0.5,5636,0.012792374739263318
uniform,1727,6,0.75,8453,0.006243700816151367
uniform,1727,7,0.375,4227,0.01335542655341497
uniform,1727,7,0.5,5636,0.008984163906464778
uniform,1727,7,0.75,8453,0.006899528837764203
uniform,1727,8,0.375,4227,0.011465427117270536
uniform,1727,8,0.5,5636,0.009106806308787815
uniform,1727,8,0.75,8453,0.005335374920867879
