benchmark,budget,method,stage,cases,mean_ms,case_std_ms,repeat_std_ms,repeats_per_case_min,repeats_per_case_max
elasticity,0.5,ca,sampled_export_ms,9,0.06279448668162028,0.003684479795926922,0.002278386111756602,5,5
elasticity,0.5,ca,reconstruction_original_ms,9,3.7057613333066306,0.03806493614195204,0.03439340890919375,5,5
elasticity,0.5,ca,full_export_original_ms,9,0.0,0.0,0.0,5,5
elasticity,0.5,ca,reconstruction_fast_ms,9,3.6215129825803967,0.03521552675733766,0.030566643049457626,5,5
elasticity,0.5,ca,full_export_fast_ms,9,0.0,0.0,0.0,5,5
elasticity,0.75,uniform,coarse_ms,9,0.0,0.0,0.0,5,5
elasticity,0.75,uniform,density_sampling_compensation_ms,9,0.0,0.0,0.0,5,5
elasticity,0.75,uniform,fine_ms,9,1.2015033099386427,0.008473799714249419,0.006545088463946206,5,5
elasticity,0.75,uniform,decode_ms,9,0.028200944264729817,0.001717973188578433,0.0013943151087089166,5,5
elasticity,0.75,uniform,sampled_export_ms,9,0.04828721284866333,0.004667214246854168,0.004113424245206424,5,5
elasticity,0.75,uniform,reconstruction_original_ms,9,0.07537206013997395,0.0022112660481632004,0.0018464769215176635,5,5
elasticity,0.75,uniform,full_export_original_ms,9,0.026277204354604084,0.0005854506751677522,0.0012015381516354581,5,5
elasticity,0.75,uniform,reconstruction_fast_ms,9,0.06980912552939521,0.0008519974104144584,0.0010326416905508309,5,5
elasticity,0.75,uniform,full_export_fast_ms,9,0.02367479933632745,0.0003071062483402887,0.0004887445840562983,5,5
elasticity,0.75,pi,coarse_ms,9,0.0,0.0,0.0,5,5
elasticity,0.75,pi,density_sampling_compensation_ms,9,0.0,0.0,0.0,5,5
elasticity,0.75,pi,fine_ms,9,1.1828036771880255,0.0016981331921867271,0.0025457247946888396,5,5
elasticity,0.75,pi,decode_ms,9,0.025846891933017306,0.0015497471116090217,0.0014553804357743867,5,5
elasticity,0.75,pi,sampled_export_ms,9,0.025583638085259333,0.0005814930885128076,0.0012873190879737393,5,5
elasticity,0.75,pi,reconstruction_original_ms,9,0.07194959455066258,0.001394198962001497,0.0012400428952176103,5,5
elasticity,0.75,pi,full_export_original_ms,9,0.023331079218122695,0.00036876067251006287,0.0005014818229952857,5,5
elasticity,0.75,pi,reconstruction_fast_ms,9,0.06898260778850979,0.0012103992990778996,0.0009232709452307026,5,5
elasticity,0.75,pi,full_export_fast_ms,9,0.023119979434543185,0.000560697209241004,0.00047238091167976955,5,5
elasticity,0.75,cpg,coarse_ms,9,0.9231807457076179,0.0017453077594985437,0.0018725422010520312,5,5
elasticity,0.75,cpg,density_sampling_compensation_ms,9,0.3413698739475674,0.03686569400733227,0.0011391185394668808,5,5
elasticity,0.75,cpg,fine_ms,9,1.1755688322914972,0.0022133092358397493,0.002687710249242761,5,5
elasticity,0.75,cpg,decode_ms,9,0.025288926230536565,0.0013511303744582416,0.0010347175894148235,5,5
elasticity,0.75,cpg,sampled_export_ms,9,0.04049357440736559,0.0012484007022018572,0.001629070200015071,5,5
elasticity,0.75,cpg,reconstruction_original_ms,9,5.401510993639628,0.046015701167966244,0.04022657945077372,5,5
elasticity,0.75,cpg,full_export_original_ms,9,0.0,0.0,0.0,5,5
elasticity,0.75,cpg,reconstruction_fast_ms,9,5.30746943420834,0.0377171462883846,0.03875950817963197,5,5
elasticity,0.75,cpg,full_export_fast_ms,9,0.0,0.0,0.0,5,5
elasticity,0.75,ca,coarse_ms,9,0.4307917422718472,0.008731991685065969,0.004167430158443808,5,5
elasticity,0.75,ca,density_sampling_compensation_ms,9,0.20510653654734293,0.014723107191588366,0.0008411797516636411,5,5
elasticity,0.75,ca,fine_ms,9,1.2172242005666096,0.0027756993771584507,0.002205366402991958,5,5
elasticity,0.75,ca,decode_ms,9,0.025739934709337022,0.0008186973716845086,0.0008053495970397152,5,5
elasticity,0.75,ca,sampled_export_ms,9,0.06542917754915026,0.005249092387499667,0.002725182867868012,5,5
elasticity,0.75,ca,reconstruction_original_ms,9,5.366475383440654,0.060505093794189786,0.05971302253856957,5,5
elasticity,0.75,ca,full_export_original_ms,9,0.0,0.0,0.0,5,5
elasticity,0.75,ca,reconstruction_fast_ms,9,5.287862983014849,0.045835099903666916,0.04504771560591397,5,5
elasticity,0.75,ca,full_export_fast_ms,9,0.0,0.0,0.0,5,5
elasticity,1.0,full,coarse_ms,3,0.0,0.0,0.0,5,5
elasticity,1.0,full,density_sampling_compensation_ms,3,0.0,0.0,0.0,5,5
elasticity,1.0,full,fine_ms,3,1.2537891666094463,0.0055093154533277155,0.02708891406468534,5,5
elasticity,1.0,full,decode_ms,3,0.024330119291941326,0.006473516575645765,0.0030210755346409806,5,5
elasticity,1.0,full,sampled_export_ms,3,0.027308364709218342,0.0051025164729944315,0.003505610204891764,5,5
elasticity,1.0,full,reconstruction_original_ms,3,0.007131695747375488,0.0005522704860583012,0.0004660336674450637,5,5
elasticity,1.0,full,full_export_original_ms,3,0.022180875142415363,0.0007878436186312406,0.00047377140057583785,5,5
elasticity,1.0,full,reconstruction_fast_ms,3,0.0066980719566345215,0.000125630133797872,0.00012656487614513476,5,5
elasticity,1.0,full,full_export_fast_ms,3,0.02237359682718913,0.0007923233868963971,0.0017742433081807361,5,5
darcy,0.375,uniform,coarse_ms,9,0.0,0.0,0.0,5,5
darcy,0.375,uniform,density_sampling_compensation_ms,9,0.0,0.0,0.0,5,5
darcy,0.375,uniform,fine_ms,9,1.9178640511300828,0.002907127547085757,0.00416414912887116,5,5
darcy,0.375,uniform,decode_ms,9,0.02717541323767768,0.0007372173284015492,0.0009243472134984844,5,5
darcy,0.375,uniform,sampled_export_ms,9,0.030288431379530165,0.00059123527217195,0.0018500318226384446,5,5
darcy,0.375,uniform,reconstruction_original_ms,9,0.07681349913279216,0.0010849987136415061,0.001074568723814848,5,5
darcy,0.375,uniform,full_export_original_ms,9,0.031483504507276744,0.0005938284637775476,0.0019601927063839855,5,5
