benchmark,budget,method,component,n,mean_ms,case_std_ms
shapenet_car,0.75,cpg,first_full_fast_after_sampled_ms,9,21.928076942761738,0.8562756543266166
shapenet_car,0.75,ca,adapter_increment_ms,9,0.030411614312065974,0.014832424149572915
shapenet_car,0.75,ca,case_preparation_ms,9,0.2510903610123528,0.008712072863750881
shapenet_car,0.75,ca,reported_shared_input_preparation_ms,9,226.26118610302606,35.626253718444076
shapenet_car,0.75,ca,gpu_runtime_and_reconstruction_preparation_ms,9,9.78565298848682,0.12755137269663558
shapenet_car,0.75,ca,first_sampled_call_ms,9,77.92749007542928,1.5538774609523236
shapenet_car,0.75,ca,graph_setup_ms,9,100.26004082626767,1.7365470296199084
shapenet_car,0.75,ca,first_full_original_after_sampled_ms,9,19.73092473215527,0.13097538533331135
shapenet_car,0.75,ca,first_full_fast_after_sampled_ms,9,20.005854467550915,0.8908327945717835
shapenet_car,1.0,full,adapter_increment_ms,3,0.09124477704366048,0.015986759127380918
shapenet_car,1.0,full,case_preparation_ms,3,1.0919421911239624,0.31082979789372017
shapenet_car,1.0,full,reported_shared_input_preparation_ms,3,246.13209813833237,55.95810068902363
shapenet_car,1.0,full,gpu_runtime_and_reconstruction_preparation_ms,3,0.08309384187062581,0.0038511382531765353
shapenet_car,1.0,full,first_sampled_call_ms,3,76.45017405351003,0.24898182560412385
shapenet_car,1.0,full,graph_setup_ms,3,59.94238704442978,0.24851850570597828
shapenet_car,1.0,full,first_full_original_after_sampled_ms,3,16.391749183336895,0.0226803925807029
shapenet_car,1.0,full,first_full_fast_after_sampled_ms,3,16.353555023670197,0.015039391421072495
superwing,0.375,uniform,adapter_increment_ms,9,191.84553374846777,126.31248526242877
superwing,0.375,uniform,case_preparation_ms,9,144.28330378399954,1.9894506318792582
superwing,0.375,uniform,reported_shared_input_preparation_ms,9,313.8789501455095,96.34994187635229
superwing,0.375,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,169.34226370520062,221.3550191073109
superwing,0.375,uniform,first_sampled_call_ms,9,35.57554963562224,1.7632011941458476
superwing,0.375,uniform,graph_setup_ms,9,42.759892013337875,1.719375155071994
superwing,0.375,uniform,first_full_original_after_sampled_ms,9,6.932871209250556,0.05540312835837386
superwing,0.375,uniform,first_full_fast_after_sampled_ms,9,6.6422174374262495,0.09582898444925621
superwing,0.375,pi,adapter_increment_ms,9,0.016063451766967773,0.0010609035520674668
superwing,0.375,pi,case_preparation_ms,9,168.56970389684042,2.4340452371534584
superwing,0.375,pi,reported_shared_input_preparation_ms,9,338.16747781303195,95.38533948936194
superwing,0.375,pi,gpu_runtime_and_reconstruction_preparation_ms,9,95.31473533974753,5.338142518519718
superwing,0.375,pi,first_sampled_call_ms,9,35.74317776494556,0.30217826565087863
superwing,0.375,pi,graph_setup_ms,9,43.21853650940789,0.37116782758961286
superwing,0.375,pi,first_full_original_after_sampled_ms,9,7.210573388470544,0.0782854064976726
superwing,0.375,pi,first_full_fast_after_sampled_ms,9,6.903130147192213,0.10144502291398226
superwing,0.375,cpg,adapter_increment_ms,9,0.017403728432125516,0.0005780618848724146
superwing,0.375,cpg,case_preparation_ms,9,0.17403728432125515,0.007002880373277717
superwing,0.375,cpg,reported_shared_input_preparation_ms,9,169.7919029328558,95.82515554113705
superwing,0.375,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,167.01111528608533,1.85260101302101
superwing,0.375,cpg,first_sampled_call_ms,9,1043.3253720402718,391.58226080478937
superwing,0.375,cpg,graph_setup_ms,9,1051.715968383683,391.8089549279778
superwing,0.375,cpg,first_full_original_after_sampled_ms,9,145.1839589410358,1.94194641709057
superwing,0.375,cpg,first_full_fast_after_sampled_ms,9,19.597575068473816,1.0570984150727596
superwing,0.375,ca,adapter_increment_ms,9,0.02310756180021498,0.011956515290246291
superwing,0.375,ca,case_preparation_ms,9,0.46241945690578884,0.03224508668344465
superwing,0.375,ca,reported_shared_input_preparation_ms,9,170.07302658425436,95.83425525756581
superwing,0.375,ca,gpu_runtime_and_reconstruction_preparation_ms,9,92.73921284410689,1.1488407523141069
superwing,0.375,ca,first_sampled_call_ms,9,47.05997225311067,0.47548327193308004
superwing,0.375,ca,graph_setup_ms,9,55.647307799922096,0.8534089144485669
superwing,0.375,ca,first_full_original_after_sampled_ms,9,141.59208370579614,3.3791668305846407
superwing,0.375,ca,first_full_fast_after_sampled_ms,9,17.79834594991472,1.2185536702350024
superwing,0.5,uniform,adapter_increment_ms,9,0.031972924868265785,0.0026072108919465336
superwing,0.5,uniform,case_preparation_ms,9,195.29061847262912,4.514289269761393
superwing,0.5,uniform,reported_shared_input_preparation_ms,9,364.8844700720575,96.25524390785112
superwing,0.5,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,174.29188142220178,225.9303489742623
superwing,0.5,uniform,first_sampled_call_ms,9,42.683765292167664,1.4849839415637536
superwing,0.5,uniform,graph_setup_ms,9,85.81815328862932,102.25623232247793
superwing,0.5,uniform,first_full_original_after_sampled_ms,9,42.89315806494819,102.49731790918858
superwing,0.5,uniform,first_full_fast_after_sampled_ms,9,8.380912244319916,0.06709320564411221
superwing,0.5,pi,adapter_increment_ms,9,0.017194284333123103,0.0007927149713313103
superwing,0.5,pi,case_preparation_ms,9,227.5845789247089,2.718143182111816
superwing,0.5,pi,reported_shared_input_preparation_ms,9,397.1796292397711,95.53370152679219
superwing,0.5,pi,gpu_runtime_and_reconstruction_preparation_ms,9,92.35105663537979,0.7980477788650403
superwing,0.5,pi,first_sampled_call_ms,9,42.861582504378426,0.21170307918520695
superwing,0.5,pi,graph_setup_ms,9,52.15355836682849,0.22662599367344968
superwing,0.5,pi,first_full_original_after_sampled_ms,9,9.040147066116333,0.07947053263088173
superwing,0.5,pi,first_full_fast_after_sampled_ms,9,8.717384603288439,0.05396281540083482
superwing,0.5,cpg,adapter_increment_ms,9,0.01755356788635254,0.001267934718669876
superwing,0.5,cpg,case_preparation_ms,9,0.17562508583068848,0.004644812593198792
superwing,0.5,cpg,reported_shared_input_preparation_ms,9,169.7934360967742,95.82423917959497
superwing,0.5,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,66.21591581238641,4.834127874215834
superwing,0.5,cpg,first_sampled_call_ms,9,67.15954177909427,1.198504163466778
superwing,0.5,cpg,graph_setup_ms,9,92.95942551559872,49.55971094701471
superwing,0.5,cpg,first_full_original_after_sampled_ms,9,199.51320853498248,4.324593237768635
superwing,0.5,cpg,first_full_fast_after_sampled_ms,9,39.00085720751021,49.82103101451373
superwing,0.5,ca,adapter_increment_ms,9,0.018907917870415583,0.0015498540887936923
superwing,0.5,ca,case_preparation_ms,9,1.0421913531091478,1.6579805848537845
superwing,0.5,ca,reported_shared_input_preparation_ms,9,170.652997162607,95.63929635757414
superwing,0.5,ca,gpu_runtime_and_reconstruction_preparation_ms,9,98.52668891350429,9.85059352188247
superwing,0.5,ca,first_sampled_call_ms,9,60.48095722993215,16.83826070186751
superwing,0.5,ca,graph_setup_ms,9,75.56228919161691,19.116103087548595
superwing,0.5,ca,first_full_original_after_sampled_ms,9,197.00104494889578,4.486337996130482
superwing,0.5,ca,first_full_fast_after_sampled_ms,9,26.27971437242296,12.60255325339839
superwing,0.75,uniform,adapter_increment_ms,9,0.03243320518069797,0.002709342563936661
superwing,0.75,uniform,case_preparation_ms,9,310.6568629542987,6.3186328723831595
superwing,0.75,uniform,reported_shared_input_preparation_ms,9,480.2505166994201,96.23005900979962
superwing,0.75,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,160.44493516286215,197.71515143248396
superwing,0.75,uniform,first_sampled_call_ms,9,54.26782866319021,0.4395202236117527
superwing,0.75,uniform,graph_setup_ms,9,66.43804079956479,0.46805805688023
superwing,0.75,uniform,first_full_original_after_sampled_ms,9,11.936950186888376,0.1359018368622199
superwing,0.75,uniform,first_full_fast_after_sampled_ms,9,11.388125518957773,0.09336069373853596
superwing,0.75,pi,adapter_increment_ms,9,0.017096598943074543,0.001820394275222978
superwing,0.75,pi,case_preparation_ms,9,344.8187601235178,8.025459284545567
superwing,0.75,pi,reported_shared_input_preparation_ms,9,514.4145157602098,96.36848787346047
superwing,0.75,pi,gpu_runtime_and_reconstruction_preparation_ms,9,92.94769333468543,1.0972913357238547
superwing,0.75,pi,first_sampled_call_ms,9,55.872002409564125,0.6368484532248762
superwing,0.75,pi,graph_setup_ms,9,68.64754110574722,0.7901147926901231
superwing,0.75,pi,first_full_original_after_sampled_ms,9,12.525612281428444,0.2080618142352482
superwing,0.75,pi,first_full_fast_after_sampled_ms,9,11.916757457786137,0.1313323759146956
superwing,0.75,cpg,adapter_increment_ms,9,0.01761813958485921,0.0005609005701576294
superwing,0.75,cpg,case_preparation_ms,9,0.3788611955112881,0.023080746816053224
superwing,0.75,cpg,reported_shared_input_preparation_ms,9,169.99218612909317,95.82570312596998
superwing,0.75,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,64.58306478129492,1.2823630752381705
superwing,0.75,cpg,first_sampled_call_ms,9,80.47103219562106,0.9130543682618039
superwing,0.75,cpg,graph_setup_ms,9,90.00239355696573,1.7746030007243991
superwing,0.75,cpg,first_full_original_after_sampled_ms,9,304.9051952030924,6.380078322187043
superwing,0.75,cpg,first_full_fast_after_sampled_ms,9,26.08865416712231,2.253913447147945
superwing,0.75,ca,adapter_increment_ms,9,0.02124243312411838,0.005967419081448697
superwing,0.75,ca,case_preparation_ms,9,0.1950545443428887,0.003506477412855154
superwing,0.75,ca,reported_shared_input_preparation_ms,9,169.81104181872473,95.82363450078321
superwing,0.75,ca,gpu_runtime_and_reconstruction_preparation_ms,9,95.69812069336574,4.836707938037992
superwing,0.75,ca,first_sampled_call_ms,9,67.62957241800096,0.5615107279001361
superwing,0.75,ca,graph_setup_ms,9,77.198536031776,1.8636866187138457
superwing,0.75,ca,first_full_original_after_sampled_ms,9,304.0470596816805,6.332182579479612
superwing,0.75,ca,first_full_fast_after_sampled_ms,9,24.216533535056644,2.332739286417761
superwing,1.0,full,adapter_increment_ms,3,0.03277510404586792,0.0035291773138946348
superwing,1.0,full,case_preparation_ms,3,1.362033188343048,0.9679807232755324
superwing,1.0,full,reported_shared_input_preparation_ms,3,234.57540074984232,167.17129193846074
superwing,1.0,full,gpu_runtime_and_reconstruction_preparation_ms,3,0.04098316033681234,0.0031192612982767287
superwing,1.0,full,first_sampled_call_ms,3,66.54199212789536,0.4633408544131403
superwing,1.0,full,graph_setup_ms,3,52.77925729751587,0.44997776111769366
superwing,1.0,full,first_full_original_after_sampled_ms,3,13.62789918979009,0.005785078778161115
superwing,1.0,full,first_full_fast_after_sampled_ms,3,13.61066848039627,0.017710641285512384
driverml,0.375,uniform,adapter_increment_ms,9,30508.84840803014,825.618010005858
driverml,0.375,uniform,case_preparation_ms,9,3500.5555003881454,167.72629982624724
driverml,0.375,uniform,reported_shared_input_preparation_ms,9,33368.27166957987,945.4794926270931
driverml,0.375,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,6.705425679683685,0.23034168732616903
driverml,0.375,uniform,first_sampled_call_ms,9,2073.165924184852,67.09232656237943
driverml,0.375,uniform,graph_setup_ms,9,0.0,0.0
driverml,0.375,uniform,first_full_original_after_sampled_ms,9,1739.8798738916714,45.91837354818632
driverml,0.375,uniform,first_full_fast_after_sampled_ms,9,1739.8696566621463,46.29417035002031
driverml,0.375,pi,adapter_increment_ms,9,0.06110303931766086,0.020104458996910306
driverml,0.375,pi,case_preparation_ms,9,3119.23471175962,104.01876209067706
driverml,0.375,pi,reported_shared_input_preparation_ms,9,32986.93392094639,883.0479935734693
driverml,0.375,pi,gpu_runtime_and_reconstruction_preparation_ms,9,6.432402465078566,0.1724078579950361
driverml,0.375,pi,first_sampled_call_ms,9,1754.8537933164173,46.5081522071776
driverml,0.375,pi,graph_setup_ms,9,0.0,0.0
driverml,0.375,pi,first_full_original_after_sampled_ms,9,1759.1760845647918,46.81986906992891
driverml,0.375,pi,first_full_fast_after_sampled_ms,9,1770.8625710672802,46.85142311870869
driverml,0.375,cpg,adapter_increment_ms,9,55.07173968685998,1.6555805357623972
driverml,0.375,cpg,case_preparation_ms,9,31.058008472124737,20.57022210157321
driverml,0.375,cpg,reported_shared_input_preparation_ms,9,29953.80987972021,836.5478207130482
driverml,0.375,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,32466.82326661216,1103.3289733101803
driverml,0.375,cpg,first_sampled_call_ms,9,5392.881504363484,561.3478670430763
driverml,0.375,cpg,graph_setup_ms,9,3334.068075650268,633.9965420087561
driverml,0.375,cpg,first_full_original_after_sampled_ms,9,2250.570383336809,60.92118993443845
driverml,0.375,cpg,first_full_fast_after_sampled_ms,9,2245.670220918126,61.44781566113251
driverml,0.375,ca,adapter_increment_ms,9,54.573142694102394,2.2307422868173776
driverml,0.375,ca,case_preparation_ms,9,64.80798208051257,2.7277965730064047
driverml,0.375,ca,reported_shared_input_preparation_ms,9,29987.03750057353,831.5793650383691
driverml,0.375,ca,gpu_runtime_and_reconstruction_preparation_ms,9,34.914890925089516,1.0977798947626658
driverml,0.375,ca,first_sampled_call_ms,9,1818.3547962043021,46.082172395763585
driverml,0.375,ca,graph_setup_ms,9,43.21832292609744,2.672318971420664
driverml,0.375,ca,first_full_original_after_sampled_ms,9,1787.1504368053543,46.59697442120285
driverml,0.375,ca,first_full_fast_after_sampled_ms,9,1775.504481461313,46.295931673723445
driverml,0.5,uniform,adapter_increment_ms,9,1.4209888047642178,1.502557906777156
driverml,0.5,uniform,case_preparation_ms,9,4058.47188582023,142.06851261485295
driverml,0.5,uniform,reported_shared_input_preparation_ms,9,33926.18207964632,946.0048468609493
driverml,0.5,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,6.447363230917189,0.2175266233101948
driverml,0.5,uniform,first_sampled_call_ms,9,2304.1407623224786,60.67424333823092
driverml,0.5,uniform,graph_setup_ms,9,0.0,0.0
driverml,0.5,uniform,first_full_original_after_sampled_ms,9,2301.104262471199,60.067002571372385
driverml,0.5,uniform,first_full_fast_after_sampled_ms,9,2301.9301775428985,60.10191845049685
driverml,0.5,pi,adapter_increment_ms,9,0.034683280520968966,0.024761723952951165
driverml,0.5,pi,case_preparation_ms,9,3394.556282295121,110.09800692202204
driverml,0.5,pi,reported_shared_input_preparation_ms,9,33262.26042459408,915.4563238824686
driverml,0.5,pi,gpu_runtime_and_reconstruction_preparation_ms,9,6.614435050222609,0.4992216391360481
driverml,0.5,pi,first_sampled_call_ms,9,2340.876272155179,61.77567023443391
driverml,0.5,pi,graph_setup_ms,9,0.0,0.0
driverml,0.5,pi,first_full_original_after_sampled_ms,9,2347.7803195516267,71.18129880134114
driverml,0.5,pi,first_full_fast_after_sampled_ms,9,2354.3545173274147,60.524375945656146
driverml,0.5,cpg,adapter_increment_ms,9,54.78526817427741,1.9344028455389317
driverml,0.5,cpg,case_preparation_ms,9,35.50156123108334,21.066351598952703
driverml,0.5,cpg,reported_shared_input_preparation_ms,9,29957.941693564255,834.4862535823817
driverml,0.5,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,68.42681682772107,7.843475406993143
driverml,0.5,cpg,first_sampled_call_ms,9,2839.8510118325553,78.50736495493626
driverml,0.5,cpg,graph_setup_ms,9,299.2923549479908,9.608969323203
driverml,0.5,cpg,first_full_original_after_sampled_ms,9,2836.7652048667273,76.00778952094419
driverml,0.5,cpg,first_full_fast_after_sampled_ms,9,2840.1442906922766,76.35377669487679
driverml,0.5,ca,adapter_increment_ms,9,51.25383618805144,3.5691509244043127
driverml,0.5,ca,case_preparation_ms,9,49.88311479489008,20.93865806699812
driverml,0.5,ca,reported_shared_input_preparation_ms,9,29968.810803360408,835.3894568541011
driverml,0.5,ca,gpu_runtime_and_reconstruction_preparation_ms,9,34.52264103624556,1.283023131558679
driverml,0.5,ca,first_sampled_call_ms,9,2468.251450194253,252.02866626520546
driverml,0.5,ca,graph_setup_ms,9,146.7524551683002,179.59154672525344
driverml,0.5,ca,first_full_original_after_sampled_ms,9,2363.1118891967667,61.92960046048638
driverml,0.5,ca,first_full_fast_after_sampled_ms,9,2360.236569411225,62.140120108581726
driverml,0.75,uniform,adapter_increment_ms,9,1.1910291181670294,0.9455786130883026
driverml,0.75,uniform,case_preparation_ms,9,5670.066950221856,137.2364574552814
driverml,0.75,uniform,reported_shared_input_preparation_ms,9,35537.78063174751,918.1401390458625
driverml,0.75,uniform,gpu_runtime_and_reconstruction_preparation_ms,9,6.414245400163862,0.16381458533483806
driverml,0.75,uniform,first_sampled_call_ms,9,3455.007519159052,91.57748445285002
driverml,0.75,uniform,graph_setup_ms,9,0.0,0.0
driverml,0.75,uniform,first_full_original_after_sampled_ms,9,3450.4285802443824,90.04254140653015
driverml,0.75,uniform,first_full_fast_after_sampled_ms,9,3452.0095131463477,92.69548308565044
driverml,0.75,pi,adapter_increment_ms,9,0.07573184039857653,0.018817742674364136
driverml,0.75,pi,case_preparation_ms,9,4347.012893193298,167.4152231083919
driverml,0.75,pi,reported_shared_input_preparation_ms,9,34214.71290787061,934.4348007454381
driverml,0.75,pi,gpu_runtime_and_reconstruction_preparation_ms,9,6.434839632776049,0.1745092809813837
driverml,0.75,pi,first_sampled_call_ms,9,3509.040360649427,93.50304296798677
driverml,0.75,pi,graph_setup_ms,9,0.0,0.0
driverml,0.75,pi,first_full_original_after_sampled_ms,9,3509.6281468868256,93.38749630008094
driverml,0.75,pi,first_full_fast_after_sampled_ms,9,3510.6025288502374,93.4161245508389
driverml,0.75,cpg,adapter_increment_ms,9,53.60075251923667,3.562452730918278
driverml,0.75,cpg,case_preparation_ms,9,60.239983101685844,15.088488359811222
driverml,0.75,cpg,reported_shared_input_preparation_ms,9,29981.492614580526,833.8390249346778
driverml,0.75,cpg,gpu_runtime_and_reconstruction_preparation_ms,9,64.41242827309503,4.622094669282137
driverml,0.75,cpg,first_sampled_call_ms,9,4033.9332769314447,106.51330570768553
driverml,0.75,cpg,graph_setup_ms,9,304.79510542419223,9.858419895271924
driverml,0.75,cpg,first_full_original_after_sampled_ms,9,4003.746518658267,103.91999751701906
driverml,0.75,cpg,first_full_fast_after_sampled_ms,9,4005.4707419541146,108.91604201277777
driverml,0.75,ca,adapter_increment_ms,9,55.31535545984904,1.9727265040609652
driverml,0.75,ca,case_preparation_ms,9,47.05806656016244,21.036142988714328
driverml,0.75,ca,reported_shared_input_preparation_ms,9,29970.013139976396,841.7920080078894
driverml,0.75,ca,gpu_runtime_and_reconstruction_preparation_ms,9,34.39220951663123,1.689650794757035
driverml,0.75,ca,first_sampled_call_ms,9,3540.4834788706567,94.5423267489303
driverml,0.75,ca,graph_setup_ms,9,93.17540046241548,3.8230618864018155
driverml,0.75,ca,first_full_original_after_sampled_ms,9,3504.9188170168136,91.06170121490297
driverml,0.75,ca,first_full_fast_after_sampled_ms,9,3508.9844887455306,92.98704379569486
driverml,1.0,full,adapter_increment_ms,3,0.972519318262736,0.13604550122648668
driverml,1.0,full,case_preparation_ms,3,176.9272436698278,6.909952230246855
driverml,1.0,full,reported_shared_input_preparation_ms,3,30284.858067830402,1009.1852983849014
driverml,1.0,full,gpu_runtime_and_reconstruction_preparation_ms,3,0.14086316029230753,0.005321495152621794
driverml,1.0,full,first_sampled_call_ms,3,4603.987798094749,143.62254774894157
driverml,1.0,full,graph_setup_ms,3,0.0,0.0
driverml,1.0,full,first_full_original_after_sampled_ms,3,4600.1746108134585,143.49736965136367
driverml,1.0,full,first_full_fast_after_sampled_ms,3,4602.242266138394,142.49086315174148
